token,ndocs,frequency,e,ne,eprop,freq_bins,ndocs_bins,logfreq_bins,rank,N1,N0,P1,P0,x,WOEValue,token_length,WOEAbs,flg_singleLabel,WOERanks,lengthRanks
expressly,3,3,3.0,0.0,1.0,0,0,0,8730,139,716,0.02158273381294964,0.0,Infinity,Infinity,9.0,Infinity,1,7.0,3.0
intentions,2,3,1.0,1.0,0.3333333333333333,0,0,0,8731,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,10.0,1.6392062338299538,0,5.0,4.0
launches,1,3,0.0,1.0,0.0,0,0,0,8732,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
fallout,3,3,2.0,1.0,0.6666666666666666,0,0,0,8733,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,7.0,2.332353414389899,0,6.0,3.0
checked,3,3,0.0,3.0,0.0,0,0,0,8734,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
amirault,1,3,0.0,1.0,0.0,0,0,0,8735,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
cammesa,2,3,0.0,2.0,0.0,0,0,0,8736,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
032,3,3,2.0,1.0,0.6666666666666666,0,0,0,8737,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,3.0,2.332353414389899,0,6.0,2.0
719,2,3,1.0,1.0,0.3333333333333333,0,0,0,8738,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,3.0,1.6392062338299538,0,5.0,2.0
spl,1,3,0.0,1.0,0.0,0,0,0,8739,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
erupted,2,3,1.0,1.0,0.3333333333333333,0,0,0,8740,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,7.0,1.6392062338299538,0,5.0,3.0
cartel,2,3,0.0,2.0,0.0,0,0,0,8741,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
lad,1,3,0.0,1.0,0.0,0,0,0,8742,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
interconnections,2,3,0.0,2.0,0.0,0,0,0,8743,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,16.0,Infinity,1,0.0,4.0
blues,2,3,0.0,2.0,0.0,0,0,0,8744,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
college,2,3,1.0,1.0,0.3333333333333333,0,0,0,8745,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,7.0,1.6392062338299538,0,5.0,3.0
economically,3,3,2.0,1.0,0.6666666666666666,0,0,0,8746,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,12.0,2.332353414389899,0,6.0,4.0
bot,1,3,0.0,1.0,0.0,0,0,0,8747,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
independents,1,3,0.0,1.0,0.0,0,0,0,8748,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,12.0,Infinity,1,0.0,4.0
telemetry,1,3,0.0,1.0,0.0,0,0,0,8749,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
peles,1,3,1.0,0.0,0.3333333333333333,0,0,0,8750,139,716,0.007194244604316547,0.0,Infinity,Infinity,5.0,Infinity,1,7.0,3.0
games,3,3,1.0,2.0,0.3333333333333333,0,0,0,8751,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,5.0,0.9460590532700086,0,5.0,3.0
mwilson,3,3,3.0,0.0,1.0,0,0,0,8752,139,716,0.02158273381294964,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
benefiting,1,3,0.0,1.0,0.0,0,0,0,8753,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
clearinghouse,3,3,1.0,2.0,0.3333333333333333,0,0,0,8754,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,13.0,0.9460590532700086,0,5.0,4.0
marketer,3,3,2.0,1.0,0.6666666666666666,0,0,0,8755,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,8.0,2.332353414389899,0,6.0,3.0
egat,1,3,0.0,1.0,0.0,0,0,0,8756,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
played,3,3,2.0,1.0,0.6666666666666666,0,0,0,8757,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,6.0,2.332353414389899,0,6.0,3.0
abroad,1,3,0.0,1.0,0.0,0,0,0,8758,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
pdq,2,3,0.0,2.0,0.0,0,0,0,8759,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
zadco,1,3,0.0,1.0,0.0,0,0,0,8760,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
tribes,1,3,0.0,1.0,0.0,0,0,0,8761,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
050,2,3,0.0,2.0,0.0,0,0,0,8762,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
dogs,1,3,0.0,1.0,0.0,0,0,0,8763,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
contingencies,1,3,0.0,1.0,0.0,0,0,0,8764,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,13.0,Infinity,1,0.0,4.0
nationals,1,3,0.0,1.0,0.0,0,0,0,8765,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
vogel,2,3,2.0,0.0,0.6666666666666666,0,0,0,8766,139,716,0.014388489208633094,0.0,Infinity,Infinity,5.0,Infinity,1,7.0,3.0
riders,2,3,0.0,2.0,0.0,0,0,0,8767,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
cocky,1,3,1.0,0.0,0.3333333333333333,0,0,0,8768,139,716,0.007194244604316547,0.0,Infinity,Infinity,5.0,Infinity,1,7.0,3.0
cocavessis,3,3,0.0,3.0,0.0,0,0,0,8769,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
starband,1,3,0.0,1.0,0.0,0,0,0,8770,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
occured,3,3,1.0,2.0,0.3333333333333333,0,0,0,8771,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,7.0,0.9460590532700086,0,5.0,3.0
pjmuller,2,3,0.0,2.0,0.0,0,0,0,8772,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
injecting,2,3,1.0,1.0,0.3333333333333333,0,0,0,8773,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,9.0,1.6392062338299538,0,5.0,3.0
sharply,3,3,3.0,0.0,1.0,0,0,0,8774,139,716,0.02158273381294964,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
calretailers,3,3,1.0,2.0,0.3333333333333333,0,0,0,8775,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,12.0,0.9460590532700086,0,5.0,4.0
hewitt,3,3,2.0,1.0,0.6666666666666666,0,0,0,8776,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,6.0,2.332353414389899,0,6.0,3.0
mccabeandcompany,2,3,1.0,1.0,0.3333333333333333,0,0,0,8777,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,16.0,1.6392062338299538,0,5.0,4.0
depth,3,3,2.0,1.0,0.6666666666666666,0,0,0,8778,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,5.0,2.332353414389899,0,6.0,3.0
bears,3,3,1.0,2.0,0.3333333333333333,0,0,0,8779,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,5.0,0.9460590532700086,0,5.0,3.0
cheshire,1,3,0.0,1.0,0.0,0,0,0,8780,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
bertone,2,3,0.0,2.0,0.0,0,0,0,8781,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
seawestwindpower,2,3,1.0,1.0,0.3333333333333333,0,0,0,8782,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,16.0,1.6392062338299538,0,5.0,4.0
decell,2,3,0.0,2.0,0.0,0,0,0,8783,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
posner,1,3,1.0,0.0,0.3333333333333333,0,0,0,8784,139,716,0.007194244604316547,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
xs,1,3,0.0,1.0,0.0,0,0,0,8785,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,2.0,Infinity,1,0.0,2.0
mayco,2,3,0.0,2.0,0.0,0,0,0,8786,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
unlawfully,1,3,1.0,0.0,0.3333333333333333,0,0,0,8787,139,716,0.007194244604316547,0.0,Infinity,Infinity,10.0,Infinity,1,7.0,4.0
whalan,2,3,2.0,0.0,0.6666666666666666,0,0,0,8788,139,716,0.014388489208633094,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
lm,3,3,0.0,3.0,0.0,0,0,0,8789,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,2.0,Infinity,1,0.0,2.0
environmentally,3,3,2.0,1.0,0.6666666666666666,0,0,0,8790,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,15.0,2.332353414389899,0,6.0,4.0
seemingly,3,3,1.0,2.0,0.3333333333333333,0,0,0,8791,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,9.0,0.9460590532700086,0,5.0,3.0
cnicola,1,3,0.0,1.0,0.0,0,0,0,8792,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
trouble,3,3,0.0,3.0,0.0,0,0,0,8793,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
aka,3,3,0.0,3.0,0.0,0,0,0,8794,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
cried,2,3,1.0,1.0,0.3333333333333333,0,0,0,8795,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,5.0,1.6392062338299538,0,5.0,3.0
nurse,2,3,0.0,2.0,0.0,0,0,0,8796,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
scholes,2,3,1.0,1.0,0.3333333333333333,0,0,0,8797,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,7.0,1.6392062338299538,0,5.0,3.0
detroit,2,3,0.0,2.0,0.0,0,0,0,8798,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
staggering,3,3,2.0,1.0,0.6666666666666666,0,0,0,8799,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,10.0,2.332353414389899,0,6.0,4.0
lrklaw,1,3,0.0,1.0,0.0,0,0,0,8800,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
eloy,2,3,0.0,2.0,0.0,0,0,0,8801,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
vampires,1,3,1.0,0.0,0.3333333333333333,0,0,0,8802,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
freesrj,3,3,1.0,2.0,0.3333333333333333,0,0,0,8803,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,7.0,0.9460590532700086,0,5.0,3.0
chambers,2,3,0.0,2.0,0.0,0,0,0,8804,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
restaurant,2,3,1.0,1.0,0.3333333333333333,0,0,0,8805,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,10.0,1.6392062338299538,0,5.0,4.0
opposes,3,3,2.0,1.0,0.6666666666666666,0,0,0,8806,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,7.0,2.332353414389899,0,6.0,3.0
340,3,3,2.0,1.0,0.6666666666666666,0,0,0,8807,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,3.0,2.332353414389899,0,6.0,2.0
broader,2,3,1.0,1.0,0.3333333333333333,0,0,0,8808,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,7.0,1.6392062338299538,0,5.0,3.0
magee,2,3,0.0,2.0,0.0,0,0,0,8809,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
knorton,3,3,3.0,0.0,1.0,0,0,0,8810,139,716,0.02158273381294964,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
optimistic,3,3,2.0,1.0,0.6666666666666666,0,0,0,8811,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,10.0,2.332353414389899,0,6.0,4.0
reyna,2,3,0.0,2.0,0.0,0,0,0,8812,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
cuba,1,3,0.0,1.0,0.0,0,0,0,8813,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
burners,1,3,1.0,0.0,0.3333333333333333,0,0,0,8814,139,716,0.007194244604316547,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
wpsc,1,3,0.0,1.0,0.0,0,0,0,8815,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
unsubscribe,2,3,1.0,1.0,0.3333333333333333,0,0,0,8816,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,11.0,1.6392062338299538,0,5.0,4.0
outlines,3,3,0.0,3.0,0.0,0,0,0,8817,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
upgrading,3,3,1.0,2.0,0.3333333333333333,0,0,0,8818,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,9.0,0.9460590532700086,0,5.0,3.0
williston,3,3,1.0,2.0,0.3333333333333333,0,0,0,8819,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,9.0,0.9460590532700086,0,5.0,3.0
totalfinaelf,1,3,1.0,0.0,0.3333333333333333,0,0,0,8820,139,716,0.007194244604316547,0.0,Infinity,Infinity,12.0,Infinity,1,7.0,4.0
cmw,2,3,0.0,2.0,0.0,0,0,0,8821,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
venkataraman,1,3,0.0,1.0,0.0,0,0,0,8822,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,12.0,Infinity,1,0.0,4.0
airliquide,1,3,0.0,1.0,0.0,0,0,0,8823,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
slight,3,3,1.0,2.0,0.3333333333333333,0,0,0,8824,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,6.0,0.9460590532700086,0,5.0,3.0
sheryl,3,3,0.0,3.0,0.0,0,0,0,8825,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
dismissed,3,3,2.0,1.0,0.6666666666666666,0,0,0,8826,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,9.0,2.332353414389899,0,6.0,3.0
dominate,2,3,2.0,0.0,0.6666666666666666,0,0,0,8827,139,716,0.014388489208633094,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
sao,3,3,1.0,2.0,0.3333333333333333,0,0,0,8828,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,3.0,0.9460590532700086,0,5.0,2.0
sempratrading,2,3,0.0,2.0,0.0,0,0,0,8829,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,13.0,Infinity,1,0.0,4.0
ppm,2,3,1.0,1.0,0.3333333333333333,0,0,0,8830,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,3.0,1.6392062338299538,0,5.0,2.0
pertain,3,3,1.0,2.0,0.3333333333333333,0,0,0,8831,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,7.0,0.9460590532700086,0,5.0,3.0
undue,3,3,2.0,1.0,0.6666666666666666,0,0,0,8832,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,5.0,2.332353414389899,0,6.0,3.0
scheduler,2,3,0.0,2.0,0.0,0,0,0,8833,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
contingent,3,3,2.0,1.0,0.6666666666666666,0,0,0,8834,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,10.0,2.332353414389899,0,6.0,4.0
oldham,1,3,0.0,1.0,0.0,0,0,0,8835,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
presenting,3,3,2.0,1.0,0.6666666666666666,0,0,0,8836,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,10.0,2.332353414389899,0,6.0,4.0
buck,3,3,2.0,1.0,0.6666666666666666,0,0,0,8837,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,4.0,2.332353414389899,0,6.0,3.0
gallagher,3,3,3.0,0.0,1.0,0,0,0,8838,139,716,0.02158273381294964,0.0,Infinity,Infinity,9.0,Infinity,1,7.0,3.0
xtrials,1,3,0.0,1.0,0.0,0,0,0,8839,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
favored,3,3,2.0,1.0,0.6666666666666666,0,0,0,8840,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,7.0,2.332353414389899,0,6.0,3.0
westcoast,2,3,1.0,1.0,0.3333333333333333,0,0,0,8841,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,9.0,1.6392062338299538,0,5.0,3.0
handles,3,3,0.0,3.0,0.0,0,0,0,8842,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
specify,3,3,0.0,3.0,0.0,0,0,0,8843,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
spins,1,3,1.0,0.0,0.3333333333333333,0,0,0,8844,139,716,0.007194244604316547,0.0,Infinity,Infinity,5.0,Infinity,1,7.0,3.0
geographic,3,3,2.0,1.0,0.6666666666666666,0,0,0,8845,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,10.0,2.332353414389899,0,6.0,4.0
advertise,3,3,2.0,1.0,0.6666666666666666,0,0,0,8846,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,9.0,2.332353414389899,0,6.0,3.0
2650,2,3,0.0,2.0,0.0,0,0,0,8847,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
20036,3,3,2.0,1.0,0.6666666666666666,0,0,0,8848,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,5.0,2.332353414389899,0,6.0,3.0
techniques,2,3,1.0,1.0,0.3333333333333333,0,0,0,8849,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,10.0,1.6392062338299538,0,5.0,4.0
litteneker,2,3,0.0,2.0,0.0,0,0,0,8850,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
fwmonier,2,3,0.0,2.0,0.0,0,0,0,8851,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
conner,2,3,1.0,1.0,0.3333333333333333,0,0,0,8852,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,6.0,1.6392062338299538,0,5.0,3.0
296,3,3,1.0,2.0,0.3333333333333333,0,0,0,8853,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,3.0,0.9460590532700086,0,5.0,2.0
barkovich,3,3,1.0,2.0,0.3333333333333333,0,0,0,8854,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,9.0,0.9460590532700086,0,5.0,3.0
tm,3,3,1.0,2.0,0.3333333333333333,0,0,0,8855,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,2.0,0.9460590532700086,0,5.0,2.0
rsvp,3,3,0.0,3.0,0.0,0,0,0,8856,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
verification,3,3,0.0,3.0,0.0,0,0,0,8857,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,12.0,Infinity,1,0.0,4.0
diminish,3,3,3.0,0.0,1.0,0,0,0,8858,139,716,0.02158273381294964,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
rigging,1,3,0.0,1.0,0.0,0,0,0,8859,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
ramli,1,3,0.0,1.0,0.0,0,0,0,8860,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
unique,3,3,1.0,2.0,0.3333333333333333,0,0,0,8861,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,6.0,0.9460590532700086,0,5.0,3.0
transredes,2,3,0.0,2.0,0.0,0,0,0,8862,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
indexview,1,3,0.0,1.0,0.0,0,0,0,8863,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
pigs,2,3,1.0,1.0,0.3333333333333333,0,0,0,8864,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,4.0,1.6392062338299538,0,5.0,3.0
overlap,3,3,0.0,3.0,0.0,0,0,0,8865,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
bbq,1,3,0.0,1.0,0.0,0,0,0,8866,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
bcjlaw,2,3,0.0,2.0,0.0,0,0,0,8867,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
opener,3,3,3.0,0.0,1.0,0,0,0,8868,139,716,0.02158273381294964,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
113,3,3,1.0,2.0,0.3333333333333333,0,0,0,8869,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,3.0,0.9460590532700086,0,5.0,2.0
tid,2,3,0.0,2.0,0.0,0,0,0,8870,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
policymakers,3,3,3.0,0.0,1.0,0,0,0,8871,139,716,0.02158273381294964,0.0,Infinity,Infinity,12.0,Infinity,1,7.0,4.0
torres,2,3,0.0,2.0,0.0,0,0,0,8872,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
donnelly,1,3,0.0,1.0,0.0,0,0,0,8873,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
31st,3,3,1.0,2.0,0.3333333333333333,0,0,0,8874,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,4.0,0.9460590532700086,0,5.0,3.0
strikes,3,3,0.0,3.0,0.0,0,0,0,8875,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
rewriting,3,3,2.0,1.0,0.6666666666666666,0,0,0,8876,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,9.0,2.332353414389899,0,6.0,3.0
ba,3,3,0.0,3.0,0.0,0,0,0,8877,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,2.0,Infinity,1,0.0,2.0
gdreed,2,3,0.0,2.0,0.0,0,0,0,8878,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
snovose,3,3,0.0,3.0,0.0,0,0,0,8879,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
derive,2,3,1.0,1.0,0.3333333333333333,0,0,0,8880,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,6.0,1.6392062338299538,0,5.0,3.0
scheuer,2,3,1.0,1.0,0.3333333333333333,0,0,0,8881,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,7.0,1.6392062338299538,0,5.0,3.0
rtpa,1,3,0.0,1.0,0.0,0,0,0,8882,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
qualifying,3,3,1.0,2.0,0.3333333333333333,0,0,0,8883,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,10.0,0.9460590532700086,0,5.0,4.0
computed,1,3,0.0,1.0,0.0,0,0,0,8884,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
bo,1,3,0.0,1.0,0.0,0,0,0,8885,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,2.0,Infinity,1,0.0,2.0
pet,3,3,1.0,2.0,0.3333333333333333,0,0,0,8886,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,3.0,0.9460590532700086,0,5.0,2.0
tcortopassi,3,3,2.0,1.0,0.6666666666666666,0,0,0,8887,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,11.0,2.332353414389899,0,6.0,4.0
mbennett,1,3,0.0,1.0,0.0,0,0,0,8888,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
columns,3,3,1.0,2.0,0.3333333333333333,0,0,0,8889,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,7.0,0.9460590532700086,0,5.0,3.0
establishes,3,3,2.0,1.0,0.6666666666666666,0,0,0,8890,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,11.0,2.332353414389899,0,6.0,4.0
elena,2,3,0.0,2.0,0.0,0,0,0,8891,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
mog,2,3,0.0,2.0,0.0,0,0,0,8892,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
